time,T_h,T_c,mdot,dP_pump,dP_loss
0.0,320.0,290.0,0.0,160000.0,0.0
0.1,320.00714285714287,289.98571428571427,0.32000000000000006,159974.35903999998,1.0240000000000004e-05
0.2,320.0141896457143,289.9715212386394,0.63994871805952,159948.64028881054,4.095343617460231e-05
0.30000000000000004,320.0211402451858,289.9574210250509,0.9598459985552343,159922.8437983792,9.21304340942495e-05
0.4,320.0279945369227,289.9434138093877,1.2796916859677319,159896.96962079813,0.00016376108111349361
0.5,320.0347524041872,289.92949975424847,1.599485624881806,159871.0178083038,0.00025583542642035415
0.6000000000000001,320.04141373214156,289.9156790203873,1.9192276599867426,159844.9884132767,0.0003683434810858188
0.7000000000000001,320.0479784078511,289.9019517667101,2.238917636076609,159818.88148824143,0.000501275218113487
0.8,320.0544463202869,289.88831815027055,2.5585553980505416,159792.697085866,0.0006546205724893566
0.9,320.06081736032905,289.8747783262663,2.8781407909130325,159766.43525896204,0.0008283694412317497
1.0,320.0670914207693,289.86133244803545,3.197673659774218,159740.0960604843,0.001022511683441384
1.1,320.0732683963138,289.8479806670525,3.517153849850163,159713.6795435306,0.0012370371203515823
1.2000000000000002,320.07934818358564,289.83472313292526,3.83658120646315,159687.18576134142,0.001471935535378624
1.3,320.08533068112786,289.8215599933909,4.155955575041961,159660.61476729994,0.001727196674172236
1.4000000000000001,320.0912157894056,289.8084913943126,4.475276801122168,159633.96661493156,0.0020028102446662263
1.5,320.0970034108089,289.79551747967633,4.79454473034641,159607.24135790378,0.002298765917129253
1.6,320.10269344965485,289.78263839158717,5.1137592084646855,159580.43905002595,0.0026150533242157367
1.7000000000000002,320.10828581219016,289.7698542702663,5.432920081334631,159553.55974524916,0.0029516620610169093
1.8,320.11378040659343,289.7571652540477,5.752027194921805,159526.6034976658,0.0033085816851120007
1.9000000000000001,320.11917714297726,289.74457147937505,6.0710803952999735,159499.57036150954,0.0036858017166195686
2.0,320.12447593339056,289.73207308079844,6.390079528651389,159472.4603911549,0.004083311638248956
2.1,320.12967669182046,289.71967019097167,6.709024441267076,159445.27364111724,0.0045011008953518995
2.2,320.1347793341946,289.70736294064903,7.027914979547108,159418.01016605232,0.0049391588959742634
2.3000000000000003,320.1397837783829,289.6951514586826,7.346750990000896,159390.6700207563,0.005397475010907914
2.4000000000000004,320.1446899441994,289.6830358720192,7.6655323192474585,159363.25326016525,0.005876038573742732
2.5,320.1494977534044,289.67101630569795,7.984258814015712,159335.75993935508,0.006374838880918759
2.6,320.15420712970587,289.65909288284723,8.302930321144744,159308.19011354132,0.006893865191778477
2.7,320.15881799876144,289.64726572468226,8.621546687584097,159280.5438380788,0.007433106728619231
2.8000000000000003,320.16333028817985,289.6355349505025,8.94010776039404,159252.8211684615,0.007992552676745774
2.9000000000000004,320.1677439275226,289.62390067768916,9.258613386745859,159225.02216032223,0.008572192184522962
3.0,320.17205884830554,289.61236302170266,9.577063413922119,159197.1468694325,0.009172014363428559
3.1,320.176274984,289.60092209608047,9.895457689316954,159169.19535170222,0.009792008288106205
3.2,320.1803922700345,289.5895780124346,10.213796060436342,159141.16766317943,0.010432162996418496
3.3000000000000003,320.18441064379584,289.5783308804494,10.532078374898376,159113.06386005014,0.011092467489500202
3.4000000000000004,320.18833004463056,289.5671808078796,10.850304480433541,159084.88399863808,0.01177291073181162
3.5,320.1921504138458,289.55612790054784,11.168474224884996,159056.62813540443,0.012473481651192051
3.6,320.1958716947107,289.545172262343,11.486587456208841,159028.29632694763,0.01319416913891343
3.7,320.19949383245734,289.53431399521793,11.804644022474399,158999.88863000312,0.013934962049734058
3.8000000000000003,320.20301677428154,289.5235531991878,12.122643771864482,158971.40510144303,0.014695849201952473
3.9000000000000004,320.20644046934405,289.51288997232797,12.440586552675668,158942.8457982761,0.015476819377461468
4.0,320.20976486877123,289.50232441077253,12.758472213318582,158914.2107776473,0.016277861321802235
4.1000000000000005,320.21298992565585,289.49185660871234,13.076300602318154,158885.50009683767,0.017098963744218616
4.2,320.2161155950577,289.48148665839346,13.394071568313903,158856.71381326404,0.017940115317711485
4.3,320.2191418340045,289.47121465011566,13.7117849600602,158827.8519844788,0.01880130467909331
4.4,320.22206860149225,289.4610406722308,14.029440626426549,158798.91466816972,0.019682520429042775
4.5,320.2248958584857,289.45096481114143,14.347038416397847,158769.90192215954,0.020583751132159565
4.6000000000000005,320.22762356791895,289.4409871512994,14.664578179074663,158740.81380440595,0.021504985317019276
4.7,320.23025169469577,289.4311077752045,14.982059763673504,158711.6503730012,0.02244621147622846
4.800000000000001,320.2327802056899,289.4213267634034,15.299483019527084,158682.4116861719,0.02340741806647976
4.9,320.2352090697453,289.41164419448813,15.616847796084592,158653.0978022788,0.02438859350860722
5.0,320.23753825767625,289.4020601450954,15.934153942911962,158623.7087798165,0.02538972618764168
5.1000000000000005,320.2397677422676,289.39257468990513,16.25140130969214,158594.24467741314,0.026410804452866345
5.2,320.24189749827474,289.38318790163976,16.56858974622536,158564.70555383048,0.027451816617872417
5.300000000000001,320.24392750242356,289.3738998510632,16.885719102429388,158535.09146796318,0.028512750960614872
5.4,320.2458577334104,289.36471060698,17.20278922833981,158505.40247883895,0.02959359572346842
5.5,320.2476881719018,289.3556202362346,17.519799974110295,158475.63864561805,0.030694339113283516
