time,T_h_model,T_h_meas,T_h_assim,T_c_model,T_c_meas,T_c_assim,mdot_model,mdot_assim,dP_pump_mean
60.5,311.27470538332307,312.0261981997295,311.2777242786303,295.68534163242686,296.11241956657216,295.68803956544673,180.67433444718347,180.67433437200916,132786.2121676909
61.0,311.17260576891266,311.77317110922843,311.1744451602523,295.7778978990916,295.53163774882387,295.77870254290053,181.9991894959641,181.9991894733366,132488.76720993183
61.5,311.0700588120809,311.3724674631009,311.0726469215349,295.8690373634358,296.37518939841806,295.87148113149755,183.3210620389624,183.32106192265502,132190.5828545525
62.0,310.96902651449363,311.74655991676144,310.97125320471326,295.96059129632215,295.7944800861428,295.96166224542657,184.63994537389405,184.6399453566055,131891.6703484076
62.5,310.86839898769927,310.63216007052796,310.86796739120183,296.0503571815101,295.9987696947114,296.05004417114384,185.95583189501164,185.95583189978967,131592.04060295544
63.0,310.7659077149446,311.1970534831855,310.7665194342946,296.1379080048415,295.54147152873884,296.13747445303824,187.26871441124956,187.26871445773858,131291.7048809997
63.5,310.6652555976385,311.3507049653346,310.6678221472711,296.2249900916647,296.79600214951233,296.22734893596083,188.57858581864855,188.5785857733953,130990.67427751928
64.0,310.56737823218,310.9778237955757,310.568420972378,296.3143093599889,296.4042935855605,296.31529366858365,189.88543984710842,189.8854398408661,130688.95993321083
64.5,310.46881219073117,309.5505889745281,310.46699250074124,296.40166601754987,296.99880593005537,296.40127479011994,191.18926918489797,191.18926908365532,130386.57270730702
65.0,310.36824607204215,310.3303088724423,310.36824188145437,296.48667044294575,296.6404293215116,296.48694307388445,192.4900677818303,192.49006775288618,130083.5238282106
65.5,310.27035555976835,310.69320321129084,310.2716308113979,296.57230933522794,296.55938013202194,296.573347132346,193.78782873747406,193.7878287208644,129779.82410636483
66.0,310.1746170645422,310.77313940086157,310.17571281737304,296.65777331960237,296.16275449646577,296.65798129250135,195.08254600067087,195.0825460355164,129475.48467819202
66.5,310.07957342896117,310.8230019893734,310.0813904640953,296.74131511755024,296.75112584159245,296.7425588611613,196.3742130700071,196.37421305238638,129170.51641007893
67.0,309.9861346218556,310.56998274799554,309.98672678328865,296.82518943996297,296.0706690626471,296.82485597438625,197.66282405126202,197.66282408997233,128864.9303350315
67.5,309.8923604412824,310.3019844928331,309.8934493819439,296.9075511027936,296.99283707856216,296.9084163765441,198.94837269769974,198.9483726874926,128558.73726191286
68.0,309.79999610837103,309.8827679646325,309.7999499703121,296.98974766509923,296.5708857735939,296.989303527781,200.23085265848763,200.23085269439179,128251.948187
68.5,309.70740992298755,310.47630140460296,309.7074625131593,297.0707033281559,296.2459619534024,297.0698532972896,201.51025868386577,201.5102587690126,127944.57403615936
69.0,309.6158464037067,309.606787646675,309.61549041165773,297.1501665787116,297.0912055758444,297.1498328022741,202.7865841967585,202.7865842015305,127636.62554281723
69.5,309.5248112910486,309.49089744547797,309.52474265785077,297.22898018037216,297.07438240335654,297.2288091492569,204.0598242101691,204.05982422591845,127328.11377102777
70.0,309.43500164204056,310.2201607580138,309.43625003905316,297.30764825755875,296.9555072207559,297.30827908602873,205.32997352158708,205.32997353526437,127019.04931668141
70.5,309.3474525270252,309.51718833190927,309.3469484217158,297.38651853442093,296.83204386230756,297.3855049888907,206.59702605757818,206.59702613288263,126709.4429043819
71.0,309.25910277535496,309.65275665156184,309.25993825915316,297.46302705829896,297.42423546502556,297.4635766249066,207.8609765356905,207.86097654300855,126399.30542658897
71.5,309.17305238241875,308.7253062649781,309.17172495599044,297.5403467228209,297.0797961230878,297.5390295928462,209.1218195288652,209.12181957287015,126088.64764879404
72.0,309.08580672065983,309.8803716444095,309.0871599170029,297.61455296938965,297.20194784838276,297.6153247992871,210.37955075623978,210.37955077453898,125777.48026558316
72.5,309.0022022267851,308.8066375831187,309.0026363500258,297.69070343512357,297.9078494898474,297.6913438970854,211.6341646315944,211.63416460879802,125465.81378439815
